SAONE-ET-LOIRE;2015; 317497 ; 378198041 
SARTHE;2015; 312071 ; 353404111 
SAVOIE;2015; 248261 ; 419728470 
HAUTE-SAVOIE;2015; 446513 ; 877086992 
PARIS;2015; 1415255 ; 9258947739 
SEINE-MARITIME;2015; 699441 ; 1002358798 
SEINE-ET-MARNE;2015; 747429 ; 1483584315 
YVELINES;2015; 759748 ; 3084169302 
DEUX-SEVRES;2015; 208421 ; 227588427 
SOMME;2015; 317734 ; 408422816 
TARN;2015; 222625 ; 240650133 
TARN-ET-GARONNE;2015; 146288 ; 146927664 
VAR;2015; 642967 ; 1093318530 
VAUCLUSE;2015; 328625 ; 428324500 
VENDEE;2015; 374148 ; 409391478 
VIENNE;2015; 240289 ; 292341162 
HAUTE-VIENNE;2015; 213452 ; 266636911 
VOSGES;2015; 215052 ; 224026759 
YONNE;2015; 198413 ; 247486665 
TERRITOIRE DE BELFORT;2015; 76915 ; 122139220 
ESSONNE;2015; 689678 ; 1647113877 
HAUTS-DE-SEINE;2015; 901623 ; 4731155968 
SEINE-SAINT-DENIS;2015; 869216 ; 1085827676 
VAL-DE-MARNE;2015; 772997 ; 2037442152 
VAL-D'OISE;2015; 653999 ; 1296097389 
GUADELOUPE;2015; 246312 ; 169028914 
MARTINIQUE;2015; 238145 ; 196500155 
GUYANE;2015; 104150 ; 69952392 
LA REUNION;2015; 486008 ; 358435823 
MAYOTTE;2015; 68840 ; 24448912 
Direction des Impôts des non résidents;2015; 225089 ; 762566048 
CORSE-DU-SUD;2016; 88374 ; 151736182 
HAUTE-CORSE;2016; 98272 ; 136880489 
AIN;2016; 340166 ; 590699122 
AISNE;2016; 299611 ; 322050319 
ALLIER;2016; 204892 ; 206901031 
ALPES-DE-HAUTE-PROVENCE;2016; 99552 ; 119111646 
HAUTES-ALPES;2016; 84829 ; 98738696 
ALPES-MARITIMES;2016; 702246 ; 1619885771 
ARDECHE;2016; 190734 ; 202276585 
ARDENNES;2016; 155049 ; 153894206 
ARIEGE;2016; 92066 ; 86088653 
AUBE;2016; 172214 ; 240774426 
AUDE;2016; 216493 ; 210015994 
AVEYRON;2016; 161998 ; 176248379 
BOUCHES-DU-RHONE;2016; 1182729 ; 2209856091 
CALVADOS;2016; 391436 ; 573062048 
CANTAL;2016; 87861 ; 82583770 
CHARENTE;2016; 206809 ; 240230812 
CHARENTE-MARITIME;2016; 387758 ; 535061579 
CHER;2016; 181462 ; 208332076 
CORREZE;2016; 142269 ; 162138752 
COTE-DOR;2016; 295351 ; 505841822 
COTES-DARMOR;2016; 345881 ; 391083533 
CREUSE;2016; 73313 ; 56216450 
DORDOGNE;2016; 249161 ; 243873011 
DOUBS;2016; 294182 ; 521049477 
DROME;2016; 292051 ; 379163911 
EURE;2016; 330359 ; 454146798 
EURE-ET-LOIR;2016; 238267 ; 346182243 
FINISTERE;2016; 521318 ; 651591492 
GARD;2016; 428838 ; 540104537 
HAUTE-GARONNE;2016; 747288 ; 1510888864 
GERS;2016; 113627 ; 122200734 
GIRONDE;2016; 906053 ; 1602256196 
HERAULT;2016; 662557 ; 987079106 
ILLE-ET-VILAINE;2016; 558947 ; 859090203 
INDRE;2016; 133346 ; 123961651 
INDRE-ET-LOIRE;2016; 345754 ; 510679896 
ISERE;2016; 686856 ; 1154500215 
JURA;2016; 149072 ; 198511722 
LANDES;2016; 241193 ; 295269476 
LOIR-ET-CHER;2016; 190588 ; 237630301 
LOIRE;2016; 419882 ; 500387455 
HAUTE-LOIRE;2016; 131200 ; 126018352 
LOIRE-ATLANTIQUE;2016; 757943 ; 1214223639 
LOIRET;2016; 374601 ; 595755285 
LOT;2016; 105045 ; 106036258 
LOT-ET-GARONNE;2016; 195880 ; 195840439 
LOZERE;2016; 44815 ; 41329618 
MAINE-ET-LOIRE;2016; 431068 ; 494453954 
MANCHE;2016; 284707 ; 312973355 
MARNE;2016; 312150 ; 579369398 
HAUTE-MARNE;2016; 103113 ; 98484833 
MAYENNE;2016; 165407 ; 162349958 
MEURTHE-ET-MOSELLE;2016; 399432 ; 547607095 
MEUSE;2016; 105727 ; 106273663 
MORBIHAN;2016; 431343 ; 546328700 
MOSELLE;2016; 577516 ; 721098372 
NIEVRE;2016; 126843 ; 127664852 
NORD;2016; 1386280 ; 1758094715 
OISE;2016; 438569 ; 695354214 
ORNE;2016; 162928 ; 156157600 
PAS-DE-CALAIS;2016; 793471 ; 767496943 
PUY-DE-DOME;2016; 363987 ; 495552288 
PYRENEES-ATLANTIQUES;2016; 380639 ; 574524407 
HAUTES-PYRENEES;2016; 137200 ; 141328672 
PYRENEES-ORIENTALES;2016; 273199 ; 303958241 
BAS-RHIN;2016; 595253 ; 1031426982 
HAUT-RHIN;2016; 407799 ; 801144634 
RHONE;2016; 962163 ; 1957936795 
HAUTE-SAONE;2016; 133758 ; 127766445 
SAONE-ET-LOIRE;2016; 314990 ; 364196394 
SARTHE;2016; 308500 ; 339172191 
SAVOIE;2016; 240662 ; 379482488 
HAUTE-SAVOIE;2016; 424097 ; 747395038 
PARIS;2016; 1417256 ; 8013459592 
SEINE-MARITIME;2016; 691274 ; 931545963 
SEINE-ET-MARNE;2016; 721057 ; 1344664123 
YVELINES;2016; 742329 ; 2702782232 
DEUX-SEVRES;2016; 205218 ; 215519877 
SOMME;2016;310366 ; 387199156 
TARN;2016; 219475 ; 235312541 
TARN-ET-GARONNE;2016; 143400 ; 145002607 
VAR;2016; 604922 ; 1026745171 
VAUCLUSE;2016; 314375 ; 412938103 
VENDEE;2016; 343488 ; 381936378 
VIENNE;2016; 219854 ; 254187788 
HAUTE-VIENNE;2016; 196215 ; 258796486 
VOSGES;2016; 215523 ; 224659939 
YONNE;2016; 198279 ; 240809712 
TERRITOIRE DE BELFORT;2016; 76718 ; 123178339 
ESSONNE;2016; 695825 ; 1689371047 
HAUTS-DE-SEINE;2016; 902722 ; 4913698690 
SEINE-SAINT-DENIS;2016; 870981 ; 1116859972 
VAL-DE-MARNE;2016; 776902 ; 2083056176 
VAL-D-OISE;2016; 658870 ; 1319822822 
GUADELOUPE;2016; 246384 ; 173982879 
MARTINIQUE;2016; 235731 ; 201395173 
GUYANE;2016; 105095 ; 58628392 
LA REUNION;2016; 491942 ; 376628241 
MAYOTTE;2016; 67879 ; 27484654 
Direction des Impots des non residents;2016; 231576 ; 712293467 
CORSE-DU-SUD;2017; 89452 ; 157432781 
HAUTE-CORSE;2017; 99736 ; 138070967 
AIN;2017; 345087 ; 586800156 
AISNE;2017; 300154 ; 315057802 
ALLIER;2017; 205244 ; 198971132 
ALPES-DE-HAUTE-PROVENCE;2017; 100179 ; 120331901 
HAUTES-ALPES;2017; 85319 ; 97965014 
ALPES-MARITIMES;2017; 707395 ; 1632512572 
ARDECHE;2017; 192217 ; 203003789 
ARDENNES;2017; 155149 ; 150983945 
ARIEGE;2017; 93100 ; 76991195 
AUBE;2017; 173260 ; 235552954 
AUDE;2017; 221579 ; 209648667 
AVEYRON;2017; 163526 ; 164652171 
BOUCHES-DU-RHONE;2017; 1196337 ; 2268587560 
CALVADOS;2017; 394770 ; 583263158 
CANTAL;2017; 88028 ; 81857414 
CHARENTE;2017; 209720 ; 229828444 
CHARENTE-MARITIME;2017; 393990 ; 531186096 
CHER;2017; 181153 ; 201342674 
CORREZE;2017; 142840 ; 159979902 
COTE-DOR;2017; 296524 ; 508957820 
COTES-DARMOR;2017; 348161 ; 387008237 
CREUSE;2017; 73429 ; 52995124 
DORDOGNE;2017; 251990 ; 237534533 
DOUBS;2017; 296086 ; 501689857 
DROME;2017; 295285 ; 380124197 
EURE;2017; 332065 ; 441603273 
EURE-ET-LOIR;2017; 241210 ; 344919153 
FINISTERE;2017; 525707 ; 651344530 
GARD;2017; 432527 ; 543898627 
HAUTE-GARONNE;2017; 765582 ; 1584583734 
GERS;2017; 115047 ; 121603163 
GIRONDE;2017; 928762 ; 1665901235 
HERAULT;2017; 677240 ; 1014504925 
ILLE-ET-VILAINE;2017; 571518 ; 867044014 
INDRE;2017; 133090 ; 119218005 
INDRE-ET-LOIRE;2017; 350269 ; 508133623 
ISERE;2017; 694145 ; 1179118226 
JURA;2017; 150570 ; 190878287 
LANDES;2017; 245011 ; 298427879 
LOIR-ET-CHER;2017; 192688 ; 232202447 
LOIRE;2017; 422972 ; 500516263 
HAUTE-LOIRE;2017; 132532 ; 123378593 
LOIRE-ATLANTIQUE;2017; 775287 ; 1252058405 
LOIRET;2017; 383066 ; 570606009 
LOT;2017; 105436 ; 118038469 
LOT-ET-GARONNE;2017; 199511 ; 202896633 
LOZERE;2017; 45301 ; 40336760 
MAINE-ET-LOIRE;2017; 436429 ; 489940571 
