2021,2020,2019,2018,2017,2016,2015,2014,2013,2012
34326.13333333333,31692.733333333334,35979.29523809524,34963.90476190476,34866.32380952381,33814.666666666664,34080.8380952381,34046.68571428571,33548.752380952385,33117.15238095238
